user_name,date,text,clean_text,sentiment,sentiment_score
Act For Freedom,2021-10-21 19:23:49,@kateorson I didn't know anyone who got #COVID19 before #CovidVaccine was widely available. Recently have known several people that got sick. It is obvious #CovidVaccines are spreading the virus. Guessing that was their plan all along.,kateorson i didn t know anyone who got covid19 before covidvaccine was widely available recently have known several people that got sick it is obvious covidvaccines are spreading the virus guessing that was their plan all along,1 star,1
Senka Filipovic,2021-01-24 22:29:26,Today my 94 year old grandma received the Pfizer COVID-19 vaccine. My partner @Juanita_Erb worked on the research t… https://t.co/LqWNzQWKO5,today my 94 year old grandma received the pfizer covid 19 vaccine my partner juanita erb worked on the research t https t co lqwnzqwko5,5 stars,5
Brian,2021-02-10 19:33:02,@ScottMorrisonMP give the #COVIDVaccine already sick and tired of resurgence of the virus,scottmorrisonmp give the covidvaccine already sick and tired of resurgence of the virus,1 star,1
Covid Apostate,2021-02-01 11:53:38,"Liz Truss: ""We're only going to solve this issue once EVERYBODY IN THE WORLD IS VACCINATED"". 💉💉😒#CovidVaccine… https://t.co/RHInXu2VCZ",liz truss we re only going to solve this issue once everybody in the world is vaccinated covidvaccine https t co rhinxu2vcz,1 star,1
Anti Corona Task Force,2021-04-12 14:23:34,"As per the current situation of second wave, Delhi'd CM told that #Covid_19 is getting worse in the territiory with… https://t.co/mYvpVAsJsP",as per the current situation of second wave delhi d cm told that covid 19 is getting worse in the territiory with https t co myvpvasjsp,1 star,1
#GSBOUT Roy Davis,2021-11-14 00:57:35,"According to the sunday times, one in three covid patients in hospitals across Scotland are not fully vaccinated...So two in three are? so exactly what is the actual point of covid passports?? #COVID19 #CovidVaccine #VaccinePassports",according to the sunday times one in three covid patients in hospitals across scotland are not fully vaccinated so two in three are so exactly what is the actual point of covid passports covid19 covidvaccine vaccinepassports,1 star,1
Osama Hashmi MD MPH,2021-08-05 04:34:52,"When you feed good people fear, you can break a democracy.

#COVID19 #CovidVaccine #GetVaccinatedNow",when you feed good people fear you can break a democracy covid19 covidvaccine getvaccinatednow,1 star,1
(Ferocious Sewerage Rat) Rezdo 💧🌊🌏💚,2021-03-19 12:07:23,"@ScottMorrisonMP Went to the r's today, &amp; they were furious at the turtle pace of the roll out. Dr said, yes you're… https://t.co/0RUzh7db1x",scottmorrisonmp went to the r s today amp they were furious at the turtle pace of the roll out dr said yes you re https t co 0ruzh7db1x,1 star,1
Miriam,2021-08-08 00:14:01,9/11 Families To Biden: Stay Away From Our Memorial Events #COVID  #CovidVaccine https://t.co/pM1lIubWAg #9/11Families #9/11Memorials #joebiden,9 11 families to biden stay away from our memorial events covid covidvaccine https t co pm1liubwag 9 11families 9 11memorials joebiden,1 star,1
VaxBLR,2022-04-09 10:00:14,"45+ #URBAN #Bengaluru #CovidVaccine Availability for 09/04 at 03:30PM
FREE Slots 0
PAID Slots 0",45 urban bengaluru covidvaccine availability for 09 04 at 03 30pm free slots 0 paid slots 0,1 star,1
William,2022-06-02 21:27:02,"Virus Expert Just Warned of Possible New Surge

#coronavirus #covidvaccine #health #news
https://t.co/nIAuy8dPNm",virus expert just warned of possible new surge coronavirus covidvaccine health news https t co niauy8dpnm,1 star,1
Nextdoor Oakland,2021-02-17 16:25:22,Vaccination appointments at Coliseum site. #Oakland #Covid #CovidVaccine https://t.co/V67KuAA9fV,vaccination appointments at coliseum site oakland covid covidvaccine https t co v67kuaa9fv,4 stars,4
Howie Fox,2020-11-18 00:19:05,"Now even more than ever, I just want to hug Dolly Parton and be smothered by her breasts.
#DollyParton 
#Moderna 
#CovidVaccine",now even more than ever i just want to hug dolly parton and be smothered by her breasts dollyparton moderna covidvaccine,5 stars,5
HCTW,2021-08-14 12:50:21,"@MollyJongFast Kudos to the GOP. Since the majority of Covid deaths are from the unvaccinated, and the majority of anti-vexers are GOP supporters, this means each death represents one less GOP vote. An excellent strategy they are ""executing"". DOPES #SaturdayVibes #CovidVaccine",mollyjongfast kudos to the gop since the majority of covid deaths are from the unvaccinated and the majority of anti vexers are gop supporters this means each death represents one less gop vote an excellent strategy they are executing dopes saturdayvibes covidvaccine,5 stars,5
TruthArtGallery,2020-09-20 01:48:00,"@jonrappoport @rsbellmedia BREAKING! Trump Administration Says VACCINE NOT MANDATORY!!! https://t.co/5gKHubaWXs 

""… https://t.co/APmktr6xL9",jonrappoport rsbellmedia breaking trump administration says vaccine not mandatory https t co 5gkhubawxs https t co apmktr6xl9,1 star,1
Adrian Faiers,2021-03-12 09:19:55,"Will the UK follow the proud example of its closest neighbour, #BorisJohnson?
If we are at all genuine about rapid… https://t.co/qGJfRHeYn6",will the uk follow the proud example of its closest neighbour borisjohnson if we are at all genuine about rapid https t co qgjfrheyn6,3 stars,3
Suave Owl Menswear,2021-02-24 19:18:14,"One for the team 👌🏽

 #COVIDVaccine https://t.co/rjE87HWP78",one for the team covidvaccine https t co rje87hwp78,4 stars,4
Redman #NoMoreMasks,2021-06-18 05:44:45,"This is a detailed breakdown re the jab, explains how it works and why it's toxic!
Watch it before YouTube take it down!!
#CovidVaccine
#CovidVaccineVictims
https://t.co/dLJESwPt8a",this is a detailed breakdown re the jab explains how it works and why it s toxic watch it before youtube take it down covidvaccine covidvaccinevictims https t co dljeswpt8a,1 star,1
I'm Tired of this Panoramic,2021-03-19 20:07:22,Just got my first dose of the vaccine!!!💃💃💃😛😁 #CovidVaccine #vaccine,just got my first dose of the vaccine covidvaccine vaccine,5 stars,5
Mσɳιƙα Aɯιȥҽɳ,2020-12-31 05:47:27,"The doctor, who got the #CovidVaccine, finally posted a video. People were curious how he is doing. Tired.
He talks… https://t.co/CDHh5uDbr4",the doctor who got the covidvaccine finally posted a video people were curious how he is doing tired he talks https t co cdhh5udbr4,1 star,1
"Dr. Sarah Cruser, PT",2020-12-26 17:15:03,"Step 1 done! Shout out to @crhwire for the smooth efficient process! 
#CovidVaccine https://t.co/wO4qsIykrd",step 1 done shout out to crhwire for the smooth efficient process covidvaccine https t co wo4qsiykrd,5 stars,5
Bolton GP Federation,2021-01-11 12:39:27,"People over 80 can now get the MHRA approved vaccine. Remember, you need two doses to be protected from Covid-19. Y… https://t.co/bofMLdH11A",people over 80 can now get the mhra approved vaccine remember you need two doses to be protected from covid 19 y https t co bofmldh11a,1 star,1
Carrie,2021-12-22 13:42:51,What's it gonna take? #diedunexpectedly #rip @SecBecerra @XavierBecerra @HHSGov is there a soul to be found in you? #dotherightthing #revoketheEmergency #stoptheEUA #CovidVaccine #poison #Nuremberg2 #NurembergTrialsForCovid https://t.co/pifgU3c3Do,what s it gonna take diedunexpectedly rip secbecerra xavierbecerra hhsgov is there a soul to be found in you dotherightthing revoketheemergency stoptheeua covidvaccine poison nuremberg2 nurembergtrialsforcovid https t co pifgu3c3do,1 star,1
RovingMedic,2021-11-21 13:32:32,3/out fast while still employing vigilance and public health mitigating measures while this is still rampant... #COVID19 #CovidVaccine #Covid,3 out fast while still employing vigilance and public health mitigating measures while this is still rampant covid19 covidvaccine covid,3 stars,3
"Teri Mills MS, RN, CNE",2020-12-31 23:31:14,"OK we have a PLAN for #CovidVaccine distribution. It's called, Stand By. How do I know. Well, some over 75 year old… https://t.co/N5MLVWyy2f",ok we have a plan for covidvaccine distribution it s called stand by how do i know well some over 75 year old https t co n5mlvwyy2f,3 stars,3
Lindell TV,2022-01-13 22:42:55,"https://t.co/UdKUtG3egB
Go to https://t.co/88NOMRbjWP and use the promo code B66 to save up to 66% off!

#MikeLindell #BrannonHowse #FrankSpeech #LindellTV #LindellFoundation #LindellRecovery #MyPillow #Politics #realnews #Lindell #news #biden #Covidvaccine #Vaccine https://t.co/m5Hy85pmSf",https t co udkutg3egb go to https t co 88nomrbjwp and use the promo code b66 to save up to 66 off mikelindell brannonhowse frankspeech lindelltv lindellfoundation lindellrecovery mypillow politics realnews lindell news biden covidvaccine vaccine https t co m5hy85pmsf,1 star,1
dianne gill,2022-04-07 16:07:39,Yeah it’s the #CovidVaccine and it’s harming #atletes too! https://t.co/L5NquN8y8f,yeah it s the covidvaccine and it s harming atletes too https t co l5nqun8y8f,5 stars,5
AustralianWarTime,2022-02-04 09:25:16,"IT'S BEEN A FRAUD FROM THE BEGINNING!

Hear the evidence from the USA.

#auspol 
#CovidVaccine 
#KBF https://t.co/GPW6AEvKHY",it s been a fraud from the beginning hear the evidence from the usa auspol covidvaccine kbf https t co gpw6aevkhy,1 star,1
Providertech,2022-03-19 16:00:40,"A study in Israel showed a boost in antibodies with a fourth dose, but not an increase protection against Omicron.
#healthcare #COVID19 #COVID_19 #COVIDIsNotOver #COVIDVACCINE
https://t.co/Swh1zYW83a",a study in israel showed a boost in antibodies with a fourth dose but not an increase protection against omicron healthcare covid19 covid 19 covidisnotover covidvaccine https t co swh1zyw83a,2 stars,2
Sara Brooke Allan,2021-04-22 17:04:50,"The miracles of modern medicine #grateful #getvaccinated 
#COVIDvaccine #science #scienceisamazing #followthescience https://t.co/YRefWIFDtP",the miracles of modern medicine grateful getvaccinated covidvaccine science scienceisamazing followthescience https t co yrefwifdtp,5 stars,5
Maeen,2021-07-24 19:10:10,Ditto. Got #shinglesvaccine yesterday and arm is not happy.  But it’s nothing compared to the pain of shingles from a few years ago. ##covidvaccine was a breeze. https://t.co/a2aa8EfzRF,ditto got shinglesvaccine yesterday and arm is not happy but it s nothing compared to the pain of shingles from a few years ago covidvaccine was a breeze https t co a2aa8efzrf,2 stars,2
CVS & Rite Aid Vaccine Finder CA,2021-03-23 18:39:36,"15 CVS locations show #CovidVaccine slots in CA:
Bakersfield
Chico
Clovis
Fresno
Goleta
Hanford
Kingsburg
Madera
Or… https://t.co/LXczrGbpUD",15 cvs locations show covidvaccine slots in ca bakersfield chico clovis fresno goleta hanford kingsburg madera or https t co lxczrgbpud,4 stars,4
Sara Kelsall,2021-03-20 13:21:41,My youngest son is going to have his #CovidVaccine next week. I had mine 2 weeks ago! If we all do our part the qui… https://t.co/GVwcHsoBcv,my youngest son is going to have his covidvaccine next week i had mine 2 weeks ago if we all do our part the qui https t co gvwchsobcv,1 star,1
In The Pink,2021-03-21 07:36:19,"Important message on COVID-19 vaccine by @voxdotcom⁩ 
#vaccine
#CovidVaccine https://t.co/6wrUFgcy1V",important message on covid 19 vaccine by voxdotcom vaccine covidvaccine https t co 6wrufgcy1v,5 stars,5
Melanie,2021-01-14 10:36:03,"Jabbed! What a moment,thank you to the scientists, trial participants, logistics and supply chain, our fantastic NH… https://t.co/uiWLEqhNJA",jabbed what a moment thank you to the scientists trial participants logistics and supply chain our fantastic nh https t co uiwleqhnja,5 stars,5
NHS North West,2021-05-27 15:58:00,"If you're 30 or over, now is the time to book your #CovidVaccine

Visit https://t.co/djei0JyX2d to get your appointment today.

Thank you for your patience 💙 https://t.co/UDYWAhEVHm",if you re 30 or over now is the time to book your covidvaccine visit https t co djei0jyx2d to get your appointment today thank you for your patience https t co udywahevhm,5 stars,5
Fiona Kinghorn,2021-12-23 07:35:41,Good luck to all our vaccinators in our #CovidVaccine MVCs &amp; #communitypharmacy teams to. Thank you for protecting our #Cardiff and #ValeofGlamorgan population @CV_UHB https://t.co/PJFB9CW9H4,good luck to all our vaccinators in our covidvaccine mvcs amp communitypharmacy teams to thank you for protecting our cardiff and valeofglamorgan population cv uhb https t co pjfb9cw9h4,5 stars,5
RomanKFM,2022-01-08 07:37:19,"BRO!!! MISSED YOUR #COVIDVACCINE?!?! F**K IT, TRY VIAGARA!!! CALL #ROMAN NOW!!🤣🇺🇲😂 #PimpTuckerCarlson🎭🤑💅 #jkgetvaccinedtho #VACCINATI

https://t.co/yce37PQZGU",bro missed your covidvaccine f k it try viagara call roman now pimptuckercarlson jkgetvaccinedtho vaccinati https t co yce37pqzgu,1 star,1
NHS Wandsworth,2022-02-17 11:00:07,"I've recently had Covid - how long do I have to wait before I get my #CovidVaccine booster? Just ask the doctor! Find a vaccine centre near you https://t.co/gcGx9RZs3r @nhswandsworth 
@wandbc @balhamnewsie @HWWands @StGeorgesTrust https://t.co/2bBK5v8vws",i ve recently had covid how long do i have to wait before i get my covidvaccine booster just ask the doctor find a vaccine centre near you https t co gcgx9rzs3r nhswandsworth wandbc balhamnewsie hwwands stgeorgestrust https t co 2bbk5v8vws,1 star,1
UCAN  Indonesia,2021-01-20 11:10:30,A Christian group in the northeastern Indian state of Nagaland urges the faithful to ignore Covid vaccine prophesy.… https://t.co/atH1x9fFfM,a christian group in the northeastern indian state of nagaland urges the faithful to ignore covid vaccine prophesy https t co ath1x9fffm,1 star,1
Trendlaser,2021-08-21 02:21:46,"@williamlegate Personally, I don't give a fuck if they are approved or not. They don't prevent infection or reduce transmission of a relatively harmless flu variant. The #covidvaccine does cause heart attacks, strokes and deaths. Very poor risk/benefit.",williamlegate personally i don t give a fuck if they are approved or not they don t prevent infection or reduce transmission of a relatively harmless flu variant the covidvaccine does cause heart attacks strokes and deaths very poor risk benefit,1 star,1
Heinz Lycklama,2022-08-09 16:25:55,A Report from downunder - https://t.co/C59zfui1Ok #CovidVaccine,a report from downunder https t co c59zfui1ok covidvaccine,1 star,1
NHS Merton,2022-07-04 08:30:07,"We've got Merton walk-in #CovidVaccine clinics across the borough this week. Come for your 1st, 2nd or booster dose - or just for a chat.  All clinic times here https://t.co/bJ1ju6qkIO https://t.co/TOD5P3Uhuh",we ve got merton walk in covidvaccine clinics across the borough this week come for your 1st 2nd or booster dose or just for a chat all clinic times here https t co bj1ju6qkio https t co tod5p3uhuh,5 stars,5
Nili Kaplan-Myrth MD PhD,2021-12-11 17:15:01,"@mack_cath @DFisman @FourWinns298 @NathanStall Only doing what the entire province and country should do. Imagine if all family docs had been encouraged and supported from the start to give #CovidVaccine to our patients, communities. So many things would have been better if we’d been at the table. @OntarioCollege @FamPhysCan",mack cath dfisman fourwinns298 nathanstall only doing what the entire province and country should do imagine if all family docs had been encouraged and supported from the start to give covidvaccine to our patients communities so many things would have been better if we d been at the table ontariocollege famphyscan,3 stars,3
Diana L. Collins,2021-11-21 15:02:19,"And we do know during ""the season of giving"" Operation Warp Speed #covidvaccine shills and the billionaire's consortium of Pharma and News Media will campaign very hard - for the organs and ""tissue"" of all people across the globe displaced by THEIR #mandates and #lockdowns. Evil.",and we do know during the season of giving operation warp speed covidvaccine shills and the billionaire s consortium of pharma and news media will campaign very hard for the organs and tissue of all people across the globe displaced by their mandates and lockdowns evil,1 star,1
From Behind Enemy Lines,2021-03-18 17:05:26,MHRA Yellow Card Data To 28th February: Clues For Case That Vaccines Damage The Nervous System… https://t.co/CWDwk5tozv,mhra yellow card data to 28th february clues for case that vaccines damage the nervous system https t co cwdwk5tozv,1 star,1
Natalie Rowe,2020-11-02 16:08:09,And let’s be very clear ! There’s NO #CovidVaccine arriving in the very near future. If EVER. It’s a dangling of a… https://t.co/TwnPYLV6Tz,and let s be very clear there s no covidvaccine arriving in the very near future if ever it s a dangling of a https t co twnpylv6tz,2 stars,2
COVID News,2021-07-23 14:47:43,I really need to know if covid vaccine delayed the Menstrual cycle because I’m freaking out. #CovidVaccine #VaccinesWork #SideEffects (@Ghanagirl96) https://t.co/Mm34yeupgm,i really need to know if covid vaccine delayed the menstrual cycle because i m freaking out covidvaccine vaccineswork sideeffects ghanagirl96 https t co mm34yeupgm,1 star,1
Fight 4 Freedom,2021-10-16 15:34:06,"Reminder of what our ""leaders"" said about mandating #CovidVaccine. They lied. #NoVaccineMandates #NoVaccineApartheid #MedicalTyranny https://t.co/uXqjofLbhg",reminder of what our leaders said about mandating covidvaccine they lied novaccinemandates novaccineapartheid medicaltyranny https t co uxqjoflbhg,1 star,1
UNSCARED,2021-11-14 14:35:07,"CORONAPHOBIA &amp; GERMAPHOBIA IS THE EXCESSIVE IRRATIONAL FEAR OF VIRUSES GERMS AND BACTERIA
It's a mental illness, that cannot be treated w/masks or dangerous experimental injections, doing more harm than good.
#Coronaphobia #Germaphobia #CovidVaccine #FaceMask #CovidPassport https://t.co/2tLcRRJ8gq",coronaphobia amp germaphobia is the excessive irrational fear of viruses germs and bacteria it s a mental illness that cannot be treated w masks or dangerous experimental injections doing more harm than good coronaphobia germaphobia covidvaccine facemask covidpassport https t co 2tlcrrj8gq,1 star,1
"Robyn Cohen MD, MPH",2021-07-24 03:41:12,"@AlwaysTiredEMT Some ER’s are giving the #CovidVaccine, right @BMC_EM?!?!?! 👊🏼#BMCproud",alwaystiredemt some er s are giving the covidvaccine right bmc em bmcproud,4 stars,4
NDTV,2021-01-12 11:29:36,"#COVIDVaccine | “100% doses to be received by January 14 in all states and UTs”: Health Ministry

NDTV’s Sukirti Dw… https://t.co/cDTGuA41O1",covidvaccine 100 doses to be received by january 14 in all states and uts health ministry ndtv s sukirti dw https t co cdtgua41o1,5 stars,5
Dr. Elisabeth Crim,2021-02-07 05:25:29,"@klkc2009 When you meet the criteria, and they call you up, get your #CovidVaccine.  It helps all of us.",klkc2009 when you meet the criteria and they call you up get your covidvaccine it helps all of us,5 stars,5
soniabhaskar,2021-04-26 06:42:25,"Delhi to provide free vaccines to everyone above 18, says Arvind Kejriwal: news agency ANI

https://t.co/csy6kG0ElF

#COVIDEmergency2021 #CovidVaccine",delhi to provide free vaccines to everyone above 18 says arvind kejriwal news agency ani https t co csy6kg0elf covidemergency2021 covidvaccine,5 stars,5
Australian Government Department of Health,2021-12-17 06:00:27,"Did you receive a COVID-19 booster vaccination letter📬

ATAGI has updated its booster recommendation since this was sent, reducing the interval from 6 months to 5.

Book your booster if you’re 18+ &amp; it's been 5 months since your 2nd #COVIDvaccine✅ 💻https://t.co/bHrqu2Khdx https://t.co/rbLZdLOy7B",did you receive a covid 19 booster vaccination letter atagi has updated its booster recommendation since this was sent reducing the interval from 6 months to 5 book your booster if you re 18 amp it s been 5 months since your 2nd covidvaccine https t co bhrqu2khdx https t co rblzdloy7b,1 star,1
Sachin rokade,2021-07-09 07:06:56,"More we delay vaccination the more will suffer.
@CMOMaharashtra 

#Phaltan
#CovidVaccine",more we delay vaccination the more will suffer cmomaharashtra phaltan covidvaccine,2 stars,2
Saba Salman,2021-02-19 11:42:53,Update: now govt isn't just failing to give logical reason why learning disabled ppl aren't #COVIDVaccine priority… https://t.co/zk10EdAEHB,update now govt isn t just failing to give logical reason why learning disabled ppl aren t covidvaccine priority https t co zk10edaehb,1 star,1
Kathryn Sian 💙,2021-01-09 16:52:18,Anybody thats had the #PfizerBioNTech #CovidVaccine how long was your arm sore for?,anybody thats had the pfizerbiontech covidvaccine how long was your arm sore for,1 star,1
Luna 🇦🇺,2021-02-09 22:16:49,"@washingtonpost ""We are certainly not ready to vaccinate our children. There's been very little studies under 12 ye… https://t.co/g8qQgxCM3x",washingtonpost we are certainly not ready to vaccinate our children there s been very little studies under 12 ye https t co g8qqgxcm3x,1 star,1
Colin Friesen ☦️🎮,2021-02-24 15:41:54,This is so unacceptable. It's going to take Ontario 5 months to vaccinate our elderly community? We'll be in the mi… https://t.co/ezRt2havJN,this is so unacceptable it s going to take ontario 5 months to vaccinate our elderly community we ll be in the mi https t co ezrt2havjn,1 star,1
Will Nicholson MD,2021-01-31 12:43:24,"The #CovidVaccine is the start of a new chapter!  We can organize, work as a team, save our economy and protect our… https://t.co/s8fsmAAK5G",the covidvaccine is the start of a new chapter we can organize work as a team save our economy and protect our https t co s8fsmaak5g,5 stars,5
Peter Hogenkamp,2021-04-26 18:33:49,"PeterHogenkampWrites: Want the Pandemic to Be Over? (nod head) Good, then get your #CovidVaccine #COVID19 #pandemia #pandemiclife 
https://t.co/U7rKNGnEan",peterhogenkampwrites want the pandemic to be over nod head good then get your covidvaccine covid19 pandemia pandemiclife https t co u7rkngnean,1 star,1
SPRITEIT,2021-01-22 15:38:43,"Best Charts and Data Driven Pitch Deck 2021
PowerPoint: https://t.co/7crByrcR4G
Keynote: https://t.co/lrgUmEHoqf
Go… https://t.co/3FF0bXg1hm",best charts and data driven pitch deck 2021 powerpoint https t co 7crbyrcr4g keynote https t co lrgumehoqf go https t co 3ff0bxg1hm,5 stars,5
Alok Prakash Naik,2020-10-22 17:02:34,"Treatment is Not Free Vaccine is Free 😂 Heights Of Brain😂
Aise kaise chalega Didi!!
#CovidVaccine #financeminister… https://t.co/w753syHQ0R",treatment is not free vaccine is free heights of brain aise kaise chalega didi covidvaccine financeminister https t co w753syhq0r,1 star,1
🇮🇳 अंकित Sadariya 🇮🇳,2020-08-13 05:58:00,Waiting for a youtube video which unbox and test #CovidVaccine  made by Russia.,waiting for a youtube video which unbox and test covidvaccine made by russia,1 star,1
"David Gorski, MD, PhD",2021-07-28 18:33:18,"Indeed, the GBD opposition to masks and their increasing opposition to #CovidVaccine make the least sense in this context. It's as though they just want to let #COVID19 rip through the population unencumbered and let those whom they claim to want to protect die in large numbers.",indeed the gbd opposition to masks and their increasing opposition to covidvaccine make the least sense in this context it s as though they just want to let covid19 rip through the population unencumbered and let those whom they claim to want to protect die in large numbers,2 stars,2
Frances Clarke,2020-12-30 15:43:02,"#CovidVaccine my friend is a cardiology registrar, he's just been told that 4 nurses on the ward have tested positi… https://t.co/i4U2XDHOP0",covidvaccine my friend is a cardiology registrar he s just been told that 4 nurses on the ward have tested positi https t co i4u2xdhop0,3 stars,3
Viki Male,2022-02-08 08:33:52,"@LyonMarlowSanFr @CommonWealAngus On the other hand, COVID infection increases the risk of preterm birth and stillbirth. This is the reason that professionals in obstetrics and midwifery, like @RCObsGyn and @MidwivesRCM, strongly recommend getting the #CovidVaccine if you are #pregnant.

https://t.co/TKa3fENTZg",lyonmarlowsanfr commonwealangus on the other hand covid infection increases the risk of preterm birth and stillbirth this is the reason that professionals in obstetrics and midwifery like rcobsgyn and midwivesrcm strongly recommend getting the covidvaccine if you are pregnant https t co tka3fentzg,4 stars,4
Simon Hodes ⬅️2m➡️ 😷,2021-01-14 20:47:06,"#GreenShoots 
Here's a graph we are ALL happy to see going up 💉🙏🏻

Congratulations &amp; thanks to all those involved i… https://t.co/yL90S30Q6j",greenshoots here s a graph we are all happy to see going up congratulations amp thanks to all those involved i https t co yl90s30q6j,5 stars,5
Olivia,2021-06-21 05:18:43,"Will reduction in tau protein protect against Parkinson's and Lewy body dementias?
https://t.co/SWoBjdCNah
https://t.co/el672ajybw
#Research #drugdiscovery #MentalHealthAwareness #healthy #CovidVaccine #lockdown #Corona  #COVID19 #vaccination #vaccine #CoronavirusPandemic",will reduction in tau protein protect against parkinson s and lewy body dementias https t co swobjdcnah https t co el672ajybw research drugdiscovery mentalhealthawareness healthy covidvaccine lockdown corona covid19 vaccination vaccine coronaviruspandemic,4 stars,4
VaxBLR,2021-12-23 11:00:24,"45+ #BBMP #Bengaluru #CovidVaccine Availability for 23/12 at 04:30PM
FREE Slots 0
PAID Slots 
#COVISHIELD - Dose1:299, Dose2:290
#COVAXIN - Dose1:50, Dose2:50",45 bbmp bengaluru covidvaccine availability for 23 12 at 04 30pm free slots 0 paid slots covishield dose1 299 dose2 290 covaxin dose1 50 dose2 50,1 star,1
The Bhav,2021-07-27 05:25:10,"How does vaccination help with crucifixion anyways? 

#COVIDIOTS #CovidVaccine #COVID19 https://t.co/AyoLdveD9A",how does vaccination help with crucifixion anyways covidiots covidvaccine covid19 https t co ayoldved9a,5 stars,5
FACESofClevedon,2020-11-09 16:32:16,Hooray! #facesofclevedon #clevedon #COVID19 #CovidVaccine #Covid https://t.co/ihX0YanM3O,hooray facesofclevedon clevedon covid19 covidvaccine covid https t co ihx0yanm3o,1 star,1
NHSKernow,2021-08-26 06:10:02,"Walk-in #CovidVaccine appointments available in #Redruth today, 8.30am to 1pm and 4pm to 6pm!

You can also get a first dose Pfizer vaccine at Stithians and Wadebridge showground vaccination centres, 9am and 6pm.

🚶 See a full list of walk-in clinics: https://t.co/AUTUkOIcTd https://t.co/rFudwcJXRm",walk in covidvaccine appointments available in redruth today 8 30am to 1pm and 4pm to 6pm you can also get a first dose pfizer vaccine at stithians and wadebridge showground vaccination centres 9am and 6pm see a full list of walk in clinics https t co autukoictd https t co rfudwcjxrm,5 stars,5
VaxBLR,2021-07-25 05:30:14,"18-44 #RURAL #Bengaluru #CovidVaccine Availability for 25/07 at 11:00AM
FREE Slots 0
PAID Slots 
#COVAXIN - Dose1:60, Dose2:56",18 44 rural bengaluru covidvaccine availability for 25 07 at 11 00am free slots 0 paid slots covaxin dose1 60 dose2 56,1 star,1
Baa,2021-02-26 08:41:23,@wef @WHO @doctorsoumya Baa... Indeeed! Aaa second COVID-19 geeene theraaapy vaaaccine dooose juuust to maaake suuu… https://t.co/ffcAq1HgsA,wef who doctorsoumya baa indeeed aaa second covid 19 geeene theraaapy vaaaccine dooose juuust to maaake suuu https t co ffcaq1hgsa,1 star,1
NDTV,2021-04-08 17:56:29,"Watch | ""Vaccines out of stock"" notice at many hospitals in Ghaziabad. NDTV's Sukirti Dwivedi reports… https://t.co/EJnezNXBUS",watch vaccines out of stock notice at many hospitals in ghaziabad ndtv s sukirti dwivedi reports https t co ejneznxbus,1 star,1
Dan Barrett,2021-05-27 17:53:02,"@OnondagCounty @syracusedotcom #COVID19 #CovidVaccine #coronavirus #CoronaSecondWave Syracuse NY County Exec. Ryan McMahon (R) could have learned a lot from Gov. Noem, but he panicked &amp; became a parrot for Gov. Cuomo.  Gov't can't say what jobs are essential or not, ever!! https://t.co/WjoCjtnQSq",onondagcounty syracusedotcom covid19 covidvaccine coronavirus coronasecondwave syracuse ny county exec ryan mcmahon r could have learned a lot from gov noem but he panicked amp became a parrot for gov cuomo gov t can t say what jobs are essential or not ever https t co wjocjtnqsq,1 star,1
JRB22,2021-07-17 08:32:14,As the #CovidVaccine is available for 18+ now could we arrange a info / myth busting session for all @Bhamchildtrust care leavers? @CouldrickAndy @JTurnross @jake4shaw @DrJV75 I know @RightsandPartic YP found it hugely helpful #GrabAJab,as the covidvaccine is available for 18 now could we arrange a info myth busting session for all bhamchildtrust care leavers couldrickandy jturnross jake4shaw drjv75 i know rightsandpartic yp found it hugely helpful grabajab,2 stars,2
Parker,2021-06-30 23:24:04,"@sullydish Smart move, unfortunately here in Maine it isn't being allowed, why does it seem like all the famous and well connected people have the luxury of getting the booster, while the average Joe is told to just trust the J &amp; J vaccine alone despite the mounting concerns? #CovidVaccine",sullydish smart move unfortunately here in maine it isn t being allowed why does it seem like all the famous and well connected people have the luxury of getting the booster while the average joe is told to just trust the j amp j vaccine alone despite the mounting concerns covidvaccine,2 stars,2
Speechism,2021-01-31 19:54:29,"Although it may not be too late, thus far we have chosen the path of natural selection. Once #COVID19 works its way… https://t.co/5fGWKzLTt7",although it may not be too late thus far we have chosen the path of natural selection once covid19 works its way https t co 5fgwkzltt7,4 stars,4
Fiore DiNotte,2021-07-16 02:50:46,"Dozens of Vaccinated Residents Have Died of COVID in Mass. 

How is *this* proof that vaccines are working as we've been told they're supposed to?  🧐

#Covidvaccine #VaccineBreakthrough 

https://t.co/VTIhj61lnI",dozens of vaccinated residents have died of covid in mass how is this proof that vaccines are working as we ve been told they re supposed to covidvaccine vaccinebreakthrough https t co vtihj61lni,1 star,1
Jim McCormick,2021-08-05 15:34:54,"Duty, honor, country, if you are an elected official you need to abide by these principles, all the time....and get vaccinated! #CovidVaccine #DOJ",duty honor country if you are an elected official you need to abide by these principles all the time and get vaccinated covidvaccine doj,5 stars,5
Q,2021-01-19 13:01:37,Handy dandy reference photo #covidvaccine @dfwticket @gordonkeith https://t.co/GxZnFikeOM,handy dandy reference photo covidvaccine dfwticket gordonkeith https t co gxznfikeom,4 stars,4
Kamal Narayan Omer,2021-02-10 16:11:05,"As the initial hesitancy and misinformation give way to encouraging acceptance for #COVIDVaccine, India is making s… https://t.co/OHdSEn32Bw",as the initial hesitancy and misinformation give way to encouraging acceptance for covidvaccine india is making s https t co ohdsen32bw,1 star,1
